u,v,r
0.2809480251483893,0.1485983080831408,-0.1046496290162608
0.3307284166090318,0.1784811319081569,-0.2627440673281336
0.3463219793552854,0.1820646220861513,-0.259264270311793
0.3522123395732373,0.1746714568905779,-0.2060155073516265
0.3747343430120638,0.2167039043654587,-0.1720752144102996
0.3562261941156148,0.1549448244564324,-0.0422854053929426
0.2310352009781854,0.0396104267706317,-0.0964049873048259
0.3584981017979121,0.1658674199691618,-0.202540979519395
0.361434999862173,0.255004766376146,-0.2595763254457715
0.3482859902620839,0.2826008474634945,-0.2208118518702104
0.4008441277016626,0.1933143173357352,-0.2854966727306311
0.4149905723645356,0.1708726860807475,-0.1877236224953127
0.3830957462211601,0.1909594177491826,-0.1655117195040724
0.4118371153537726,0.1536907297690281,-0.2343265607723998
0.2748721391662561,0.046133362224437,-0.0287241569910424
0.2800787507870173,0.0763268193857826,-0.0481703260338252
0.4255198745100894,0.2025024849151223,-0.216922614047303
0.4074769457892677,0.2060699605719783,-0.2163677483747014
0.3957437827891546,0.2003836280329456,-0.1961724906976057
0.3388921219994469,0.1719568831033967,-0.2650769166537899
0.430604892505582,0.2237486906110171,-0.17230297967696
0.2085671567689201,0.0497538050535624,-0.0789493563795938
0.2031629238710807,0.0373314393526617,-0.0131419102491451
0.3923143229210672,0.1307701496172091,-0.0786851564909517
0.4053862384521965,0.1717558956004391,-0.3350575578109487
0.4122314690577899,0.1932343031616188,-0.2647790672526826
0.4024227102798751,0.2450391851334998,-0.230536103877795
0.4223903986752065,0.1793100139615444,-0.3046785573571693
0.4191076732371169,0.2095290152549173,-0.2540426890532243
0.2633887567787472,0.0908786707788645,-0.0203916471661045
0.3628327833823752,0.1971259021613197,-0.1415132163454069
0.4807028344198163,0.1564892168188416,-0.1695411612090383
0.3520635359228512,0.2049416421165279,-0.1580803041210017
0.4255473961732349,0.2081236017612125,-0.201287055957565
0.4074711878256918,0.2170282956017939,-0.2146986821978247
0.3955409185174489,0.1914568927416478,-0.1873389182013003
0.274580218544976,0.1254897349737108,-0.0804722131480989
0.2834718692746137,0.1174488370734697,-0.0404679288193451
0.3913306206393788,0.2123839809164322,-0.2984042605808078
0.3619079302815425,0.1496203528911354,-0.1734849007800415
0.3877800762780099,0.1771496046897605,-0.1906192017850127
0.3965261604562221,0.2249353330931985,-0.1910558256811399
0.4035522340094228,0.2040676711924561,-0.0858500594256122
0.3265036904057797,0.2114473696959826,-0.0929100705694751
0.3748645720246846,0.197472333861472,-0.203650726674727
0.4074179489523533,0.1513567470295102,-0.1156473427714713
0.3822562192588865,0.1545196195885835,-0.1935099064360877
0.3568691079872084,0.208265431035275,-0.1901636955212202
0.325235999956858,0.2192135815408745,-0.214510140466499
